postcode,solar_ref_id,cluster,ref_lat,ref_long,distance_km,station_size
1101,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1105,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1106,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1107,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1108,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1109,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1110,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1112,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1113,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1114,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1115,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1116,AUS_SOLAR_REF_389,389,-33.783751,150.900547,13.5391091823009,88
1117,AUS_SOLAR_REF_389,389,-33.783751,150.900547,13.65013260725015,88
1118,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1119,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1120,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1121,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1122,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1123,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1124,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1125,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1126,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1127,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1128,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1129,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1130,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1131,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1132,AUS_SOLAR_REF_389,389,-33.783751,150.900547,13.73994705599101,88
1133,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1134,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1135,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1136,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1137,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1138,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1139,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1140,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1141,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1142,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1143,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1144,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1145,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1146,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1147,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1148,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1149,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1150,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1151,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1152,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1153,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1154,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1155,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1156,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1157,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1158,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1159,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1160,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1161,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1162,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1163,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1164,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1165,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1166,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1167,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1168,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1169,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1170,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1171,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1172,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1173,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1174,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1175,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1176,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1177,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1178,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1179,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1180,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1181,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1182,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1183,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1184,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1185,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1186,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1187,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1188,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1189,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1190,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1191,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1192,AUS_SOLAR_REF_374,374,-34.487779,147.583811,35.45889845402221,5
1193,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1194,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1195,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1196,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1197,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1198,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1199,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1201,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1202,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1203,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1205,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1207,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1208,AUS_SOLAR_REF_159,159,-29.736171,151.869397,24.95027068767736,7
1209,AUS_SOLAR_REF_051,51,-33.812636,151.214797,9.772308637349616,300
1210,AUS_SOLAR_REF_051,51,-33.812636,151.214797,9.772308637349616,300
1211,AUS_SOLAR_REF_051,51,-33.812636,151.214797,9.772308637349616,300
1212,AUS_SOLAR_REF_051,51,-33.812636,151.214797,9.772308637349616,300
1213,AUS_SOLAR_REF_051,51,-33.812636,151.214797,9.772308637349616,300
1214,AUS_SOLAR_REF_051,51,-33.812636,151.214797,9.772308637349616,300
1215,AUS_SOLAR_REF_051,51,-33.812636,151.214797,9.772308637349616,300
1216,AUS_SOLAR_REF_389,389,-33.783751,150.900547,15.546947872976403,88
1217,AUS_SOLAR_REF_389,389,-33.783751,150.900547,15.546947872976403,88
1218,AUS_SOLAR_REF_389,389,-33.783751,150.900547,15.546947872976403,88
1219,AUS_SOLAR_REF_389,389,-33.783751,150.900547,15.546947872976403,88
1220,AUS_SOLAR_REF_389,389,-33.783751,150.900547,15.546947872976403,88
1221,AUS_SOLAR_REF_051,51,-33.812636,151.214797,5.898850912957716,300
1222,AUS_SOLAR_REF_051,51,-33.812636,151.214797,5.898850912957716,300
1223,AUS_SOLAR_REF_051,51,-33.812636,151.214797,5.898850912957716,300
1224,AUS_SOLAR_REF_051,51,-33.812636,151.214797,5.898850912957716,300
1225,AUS_SOLAR_REF_051,51,-33.812636,151.214797,5.898850912957716,300
1226,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.622690785435903,300
1227,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.622690785435903,300
1228,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.622690785435903,300
1229,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.622690785435903,300
1230,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.622690785435903,300
1231,AUS_SOLAR_REF_169,169,-33.930089,151.057799,12.826220214080529,149
1232,AUS_SOLAR_REF_169,169,-33.930089,151.057799,12.826220214080529,149
1233,AUS_SOLAR_REF_169,169,-33.930089,151.057799,12.826220214080529,149
1234,AUS_SOLAR_REF_169,169,-33.930089,151.057799,12.826220214080529,149
1235,AUS_SOLAR_REF_169,169,-33.930089,151.057799,12.826220214080529,149
1236,AUS_SOLAR_REF_159,159,-29.736171,151.869397,24.95027068767736,7
1237,AUS_SOLAR_REF_159,159,-29.736171,151.869397,24.95027068767736,7
1238,AUS_SOLAR_REF_159,159,-29.736171,151.869397,24.95027068767736,7
1239,AUS_SOLAR_REF_159,159,-29.736171,151.869397,24.95027068767736,7
1240,AUS_SOLAR_REF_159,159,-29.736171,151.869397,24.95027068767736,7
1291,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1292,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1293,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1294,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1295,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1296,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1297,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1298,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1299,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
1300,AUS_SOLAR_REF_051,51,-33.812636,151.214797,7.212777323222072,300
1314,AUS_SOLAR_REF_169,169,-33.930089,151.057799,17.050008267711597,149
1335,AUS_SOLAR_REF_051,51,-33.812636,151.214797,10.849192581212677,300
1340,AUS_SOLAR_REF_422,422,-35.405064,147.64961,43.7766340490879,6
1350,AUS_SOLAR_REF_051,51,-33.812636,151.214797,8.913451360278357,300
1355,AUS_SOLAR_REF_051,51,-33.812636,151.214797,10.444305885721684,300
1360,AUS_SOLAR_REF_051,51,-33.812636,151.214797,7.635137640051783,300
1401,AUS_SOLAR_REF_051,51,-33.812636,151.214797,8.117432614487688,300
1405,AUS_SOLAR_REF_169,169,-33.930089,151.057799,4.379715744180028,149
1419,AUS_SOLAR_REF_169,169,-33.930089,151.057799,15.40840754560867,149
1420,AUS_SOLAR_REF_389,389,-33.783751,150.900547,7.281291266245335,88
1422,AUS_SOLAR_REF_389,389,-33.783751,150.900547,7.281291266245335,88
1423,AUS_SOLAR_REF_389,389,-33.783751,150.900547,7.281291266245335,88
1424,AUS_SOLAR_REF_389,389,-33.783751,150.900547,7.281291266245335,88
1425,AUS_SOLAR_REF_389,389,-33.783751,150.900547,7.281291266245335,88
1426,AUS_SOLAR_REF_389,389,-33.783751,150.900547,7.281291266245335,88
1427,AUS_SOLAR_REF_389,389,-33.783751,150.900547,7.281291266245335,88
1428,AUS_SOLAR_REF_389,389,-33.783751,150.900547,7.281291266245335,88
1429,AUS_SOLAR_REF_389,389,-33.783751,150.900547,7.281291266245335,88
1430,AUS_SOLAR_REF_051,51,-33.812636,151.214797,8.779162610390657,300
1435,AUS_SOLAR_REF_051,51,-33.812636,151.214797,16.28473036897577,300
1440,AUS_SOLAR_REF_169,169,-33.930089,151.057799,3.025109932236387,149
1441,AUS_SOLAR_REF_169,169,-33.930089,151.057799,3.025109932236387,149
1445,AUS_SOLAR_REF_169,169,-33.930089,151.057799,17.870590351528186,149
1450,AUS_SOLAR_REF_062,62,-30.37491129,153.0171326,15.337368783537409,10
1455,AUS_SOLAR_REF_169,169,-33.930089,151.057799,15.63704242602602,149
1460,AUS_SOLAR_REF_051,51,-33.812636,151.214797,12.665471190331733,300
1465,AUS_SOLAR_REF_169,169,-33.930089,151.057799,10.296081237366838,149
1466,AUS_SOLAR_REF_051,51,-33.812636,151.214797,10.650708857068624,300
1470,AUS_SOLAR_REF_051,51,-33.812636,151.214797,7.746696035890779,300
1475,AUS_SOLAR_REF_169,169,-33.930089,151.057799,10.857707217647636,149
1476,AUS_SOLAR_REF_169,169,-33.930089,151.057799,10.857707217647636,149
1480,AUS_SOLAR_REF_169,169,-33.930089,151.057799,4.731829283941227,149
1481,AUS_SOLAR_REF_169,169,-33.930089,151.057799,6.137542746618452,149
1484,AUS_SOLAR_REF_169,169,-33.930089,151.057799,4.887484563103281,149
1485,AUS_SOLAR_REF_169,169,-33.930089,151.057799,10.396874322288992,149
1490,AUS_SOLAR_REF_169,169,-33.930089,151.057799,12.95987159697689,149
1493,AUS_SOLAR_REF_169,169,-33.930089,151.057799,6.145740318954056,149
1495,AUS_SOLAR_REF_169,169,-33.930089,151.057799,14.90302509360355,149
1499,AUS_SOLAR_REF_169,169,-33.930089,151.057799,9.515923412600888,149
1515,AUS_SOLAR_REF_051,51,-33.812636,151.214797,1.57015429304917,300
1560,AUS_SOLAR_REF_051,51,-33.812636,151.214797,0.0,300
1565,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.330482335594926,300
1570,AUS_SOLAR_REF_051,51,-33.812636,151.214797,2.500614683740152,300
1585,AUS_SOLAR_REF_051,51,-33.812636,151.214797,2.887060548884641,300
1590,AUS_SOLAR_REF_253,253,-33.208801,151.377213,13.722460341111988,30
1595,AUS_SOLAR_REF_051,51,-33.812636,151.214797,3.766667014655778,300
1597,AUS_SOLAR_REF_051,51,-33.812636,151.214797,3.766667014655778,300
1602,AUS_SOLAR_REF_051,51,-33.812636,151.214797,5.421790545909541,300
1630,AUS_SOLAR_REF_051,51,-33.812636,151.214797,17.280554910935425,300
1635,AUS_SOLAR_REF_051,51,-33.812636,151.214797,17.417288153903744,300
1639,AUS_SOLAR_REF_051,51,-33.812636,151.214797,4.155121753997483,300
1640,AUS_SOLAR_REF_051,51,-33.812636,151.214797,4.155121753997483,300
1655,AUS_SOLAR_REF_253,253,-33.208801,151.377213,19.54419580364072,30
1658,AUS_SOLAR_REF_051,51,-33.812636,151.214797,12.64074646190323,300
1660,AUS_SOLAR_REF_051,51,-33.812636,151.214797,12.64074646190323,300
1670,AUS_SOLAR_REF_051,51,-33.812636,151.214797,10.741353232572887,300
1675,AUS_SOLAR_REF_051,51,-33.812636,151.214797,8.639801824803731,300
1680,AUS_SOLAR_REF_051,51,-33.812636,151.214797,10.259279795834,300
1685,AUS_SOLAR_REF_169,169,-33.930089,151.057799,14.456376867776568,149
1700,AUS_SOLAR_REF_169,169,-33.930089,151.057799,16.710574101093876,149
1710,AUS_SOLAR_REF_051,51,-33.812636,151.214797,11.33837662973086,300
1715,AUS_SOLAR_REF_389,389,-33.783751,150.900547,16.72780591922414,88
1730,AUS_SOLAR_REF_389,389,-33.783751,150.900547,7.814273365161991,88
1740,AUS_SOLAR_REF_169,169,-33.930089,151.057799,10.293542288224426,149
1741,AUS_SOLAR_REF_169,169,-33.930089,151.057799,10.293542288224426,149
1750,AUS_SOLAR_REF_169,169,-33.930089,151.057799,8.975322384889772,149
1755,AUS_SOLAR_REF_389,389,-33.783751,150.900547,7.727436260826757,88
1765,AUS_SOLAR_REF_389,389,-33.783751,150.900547,15.375012318246878,88
1771,AUS_SOLAR_REF_389,389,-33.783751,150.900547,16.72780591922414,88
1781,AUS_SOLAR_REF_389,389,-33.783751,150.900547,3.551176787574684,88
1790,AUS_SOLAR_REF_051,51,-33.812636,151.214797,5.577474392892705,300
1800,AUS_SOLAR_REF_169,169,-33.930089,151.057799,8.732234511788809,149
1805,AUS_SOLAR_REF_169,169,-33.930089,151.057799,6.41076512501759,149
1811,AUS_SOLAR_REF_169,169,-33.930089,151.057799,11.877223168590731,149
1819,AUS_SOLAR_REF_169,169,-33.930089,151.057799,7.077823612630805,149
1825,AUS_SOLAR_REF_169,169,-33.930089,151.057799,6.555824070643717,149
1830,AUS_SOLAR_REF_389,389,-33.783751,150.900547,9.93642257518959,88
1831,AUS_SOLAR_REF_389,389,-33.783751,150.900547,9.93642257518959,88
1835,AUS_SOLAR_REF_169,169,-33.930089,151.057799,6.363933030722627,149
1851,AUS_SOLAR_REF_389,389,-33.783751,150.900547,7.422685124051304,88
1860,AUS_SOLAR_REF_389,389,-33.783751,150.900547,10.00187202078661,88
1871,AUS_SOLAR_REF_169,169,-33.930089,151.057799,6.8826521236451335,149
1874,AUS_SOLAR_REF_169,169,-33.930089,151.057799,12.941971298159393,149
1875,AUS_SOLAR_REF_169,169,-33.930089,151.057799,12.941971298159393,149
1885,AUS_SOLAR_REF_169,169,-33.930089,151.057799,4.46415326637078,149
1888,AUS_SOLAR_REF_169,169,-33.930089,151.057799,4.46415326637078,149
1890,AUS_SOLAR_REF_416,416,-34.147379,150.718007,22.79351659134558,23
1891,AUS_SOLAR_REF_169,169,-33.930089,151.057799,6.399752991364117,149
2000,AUS_SOLAR_REF_051,51,-33.812636,151.214797,5.5138230010179,300
2001,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.233110178335396,300
2002,AUS_SOLAR_REF_051,51,-33.812636,151.214797,7.2110003083997345,300
2004,AUS_SOLAR_REF_051,51,-33.812636,151.214797,10.937406110651528,300
2006,AUS_SOLAR_REF_051,51,-33.812636,151.214797,9.062169428148358,300
2007,AUS_SOLAR_REF_051,51,-33.812636,151.214797,8.086286704611968,300
2008,AUS_SOLAR_REF_051,51,-33.812636,151.214797,9.01922767738696,300
2009,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.936420072427642,300
2010,AUS_SOLAR_REF_051,51,-33.812636,151.214797,7.939600807219137,300
2011,AUS_SOLAR_REF_051,51,-33.812636,151.214797,6.809216818240439,300
2012,AUS_SOLAR_REF_389,389,-33.783751,150.900547,7.281291266245335,88
2013,AUS_SOLAR_REF_389,389,-33.783751,150.900547,7.281291266245335,88
2015,AUS_SOLAR_REF_051,51,-33.812636,151.214797,11.043851130160707,300
2016,AUS_SOLAR_REF_051,51,-33.812636,151.214797,9.182229412654326,300
2017,AUS_SOLAR_REF_051,51,-33.812636,151.214797,9.77957504893318,300
2018,AUS_SOLAR_REF_051,51,-33.812636,151.214797,12.356913108443257,300
2019,AUS_SOLAR_REF_169,169,-33.930089,151.057799,16.697826976959615,149
2020,AUS_SOLAR_REF_169,169,-33.930089,151.057799,13.223625562795036,149
2021,AUS_SOLAR_REF_051,51,-33.812636,151.214797,9.3234631422946,300
2022,AUS_SOLAR_REF_051,51,-33.812636,151.214797,9.885706818432404,300
2023,AUS_SOLAR_REF_051,51,-33.812636,151.214797,9.20787463378848,300
2024,AUS_SOLAR_REF_051,51,-33.812636,151.214797,11.326306040461112,300
